timestamp,cpu_usage,memory_usage
1580,13.47,29.55
1590,7.42,29.44
1600,6.75,30.06
1610,5.23,30.04
1620,13.44,30.85
1630,7.29,30.58
1640,6.45,32.37
1650,8.13,27.81
1660,9.73,30.03
1670,9.99,30.08
1680,8.13,29.19
1690,7.82,29.95
1700,6.57,29.23
1710,9.73,30.91
1720,13.42,29.13
1730,14.74,31.01
1740,12.28,29.61
1750,11.45,28.69
1760,8.06,30.03
1770,9.53,29.76
1780,7.83,29.62
1790,7.52,29.45
1800,6.36,30.39
1810,10.3,30.27
1820,7.49,30.53
1830,14.5,31.62
1840,10.34,29.44
1850,8.56,27.26
1860,8.47,28.48
1870,9.32,30.27
1880,12.35,29.85
1890,7.98,30.76
1900,13.76,29.28
1910,11.33,28.97
1920,10.52,30.49
1930,12.92,30.11
1940,9.99,29.68
1950,10.45,31.03
1960,6.31,29.73
1970,11.39,31.3
1980,4.19,31.05
1990,5.15,30.02
2000,11.17,30.89
2010,8.42,30.29
2020,11.47,29.13
2030,10.22,31.25
2040,12.1,29.51
2050,8.62,29.18
2060,13.82,29.65
2070,14.23,29.56
2080,8.04,30.96
2090,14.72,31.01
2100,7.3,28.94
2110,9.32,30.84
2120,3.57,30.18
2130,14.88,30.05
2140,14.74,30.22
2150,11.38,28.86
2160,11.09,30.18
2170,10.02,30.78
2180,16.13,29.41
2190,11.88,29.42
2200,7.06,29.77
2210,13.8,29.18
2220,6.47,28.87
2230,9.69,28.68
2240,11.29,31.08
2250,4.28,30.52
2260,8.07,30.0
2270,8.96,30.15
2280,9.78,29.89
2290,15.45,28.89
2300,7.46,27.92
2310,5.16,30.2
2320,10.07,29.85
2330,12.72,28.67
2340,9.14,30.49
2350,8.28,30.03
2360,7.13,30.1
2370,10.74,28.95
2380,8.84,30.81
2390,8.59,30.25
2400,11.28,29.34
2410,4.79,31.76
2420,5.88,31.32
2430,8.01,28.59
2440,8.15,28.25
2450,10.85,29.97
2460,12.02,32.16
2470,10.1,29.58
2480,7.62,28.37
2490,15.11,30.72
2500,10.12,31.62
2510,11.13,30.51
2520,11.3,30.38
2530,4.56,30.2
2540,8.29,28.48
2550,11.09,29.12
2560,7.64,32.08
2570,9.58,30.18
2580,8.18,29.99
2590,5.3,30.99
2600,9.78,30.18
2610,13.28,29.95
2620,6.08,30.5
2630,8.89,30.93
2640,8.76,28.68
2650,11.68,30.12
2660,12.87,31.29
2670,11.22,30.63
2680,6.83,30.82
2690,11.16,29.79
2700,12.1,29.53
2710,8.96,30.5
2720,10.47,29.74
2730,11.1,28.07
2740,10.79,30.87
2750,7.87,30.59
2760,11.52,31.22
2770,7.61,27.52
2780,12.47,28.32
2790,4.74,30.79
2800,7.79,28.99
2810,4.03,28.79
2820,9.22,29.83
2830,12.97,29.34
2840,15.58,28.43
2850,9.11,29.4
2860,9.87,29.5
2870,8.92,28.83
2880,13.69,30.34
2890,7.84,29.3
2900,16.59,29.16
2910,9.6,30.58
2920,13.25,29.15
2930,6.71,28.74
2940,9.87,29.16
2950,11.37,28.94
2960,1.3,31.21
2970,13.33,28.87
2980,7.65,30.24
2990,12.48,30.42
3000,12.24,30.5
3010,13.73,31.53
3020,9.66,29.63
3030,6.95,30.49
3040,11.64,29.77
3050,11.64,28.51
3060,10.23,30.75
3070,10.29,30.21
3080,9.73,30.54
3090,12.51,28.56
3100,11.17,29.81
3110,8.46,30.17
3120,8.31,29.52
3130,10.99,29.47
3140,5.67,30.73
3150,8.76,29.59
3160,7.18,30.65
3170,14.22,31.31
3180,7.26,29.89
3190,8.81,31.66
3200,11.38,29.29
3210,8.81,29.77
3220,11.22,30.51
3230,10.48,29.77
3240,12.86,30.46
3250,9.33,30.32
3260,13.48,28.97
3270,10.65,29.24
3280,6.65,29.26
3290,6.79,30.56
3300,10.72,29.72
3310,9.6,29.31
3320,13.95,31.02
3330,8.56,30.48
3340,8.81,29.74
3350,14.0,29.98
3360,14.61,29.12
3370,9.54,29.91
3380,8.18,30.2
3390,9.85,30.62
3400,8.12,30.28
3410,12.03,30.36
3420,12.15,29.42
3430,12.41,30.95
3440,12.24,30.4
3450,13.63,30.2
3460,6.88,30.62
3470,18.19,29.9
3480,9.64,28.87
3490,10.12,30.21
3500,11.96,30.93
3510,8.02,29.1
3520,10.88,29.89
3530,10.3,29.43
3540,11.96,30.53
3550,10.25,30.78
3560,9.43,30.32
3570,6.12,29.95
3580,11.81,27.77
3590,8.16,30.32
3600,10.57,30.81
3610,9.72,29.29
3620,6.34,27.9
3630,9.99,31.23
3640,8.51,29.16
3650,12.74,31.22
3660,12.25,30.36
3670,11.99,30.38
3680,8.24,30.05
3690,8.36,28.97
3700,10.52,29.41
3710,10.3,30.45
3720,11.9,27.9
3730,14.13,30.4
3740,9.41,30.28
3750,10.84,29.84
3760,9.26,29.97
3770,15.93,30.31
3780,9.24,30.2
3790,8.75,30.67
3800,11.08,29.23
3810,12.6,29.75
3820,13.55,30.56
3830,7.34,29.07
3840,13.23,30.72
3850,13.85,29.74
3860,8.18,28.72
3870,4.94,31.55
3880,6.29,28.71
3890,9.14,29.3
3900,15.25,27.75
3910,8.75,31.13
3920,9.05,28.84
3930,9.83,28.18
3940,16.11,30.68
3950,10.65,30.39
3960,10.73,29.97
3970,6.36,29.02
3980,10.71,28.09
3990,13.82,30.77
4000,5.62,29.87
4010,7.74,30.55
4020,14.14,30.16
4030,10.92,29.92
4040,8.97,30.47
4050,12.69,30.38
4060,10.23,30.5
4070,9.71,29.7
4080,10.95,30.75
4090,10.2,29.44
4100,11.98,30.24
4110,12.88,28.76
4120,9.58,29.65
4130,13.36,31.62
4140,7.46,31.46
4150,7.26,30.0
4160,9.28,28.56
4170,8.13,31.1
4180,9.54,28.38
4190,8.93,29.29
4200,8.43,29.24
4210,8.82,30.7
4220,12.28,30.46
4230,11.89,28.77
4240,15.28,29.74
4250,13.65,29.32
4260,9.28,29.09
4270,13.33,29.69
4280,10.2,29.47
4290,7.33,30.78
4300,12.6,29.25
4310,9.4,30.36
4320,12.17,28.93
4330,6.81,29.76
4340,11.59,29.15
4350,11.11,28.87
4360,11.74,30.25
4370,9.23,30.46
4380,11.46,30.57
4390,10.18,29.76
4400,6.92,28.96
4410,12.73,30.17
4420,9.94,32.46
4430,8.1,30.53
4440,5.08,29.63
4450,9.03,30.05
4460,5.1,27.11
4470,11.15,29.21
4480,8.52,29.03
4490,9.46,29.94
4500,8.77,28.77
4510,7.94,29.44
4520,14.92,28.73
4530,9.79,29.3
4540,8.93,30.47
4550,10.6,31.33
4560,10.15,28.06
4570,14.59,28.84
4580,7.44,30.39
4590,10.75,30.58
4600,9.0,30.42
4610,11.91,29.56
4620,9.02,28.26
4630,9.21,30.55
4640,13.25,31.01
4650,11.63,29.88
4660,11.26,30.33
4670,11.28,29.29
4680,12.59,29.05
4690,6.41,29.74
4700,11.76,29.4
4710,12.03,30.58
4720,5.5,30.24
4730,8.74,31.19
4740,8.08,29.2
4750,11.61,30.03
4760,10.05,29.79
4770,9.71,30.57
4780,10.76,29.93
4790,7.79,28.98
4800,11.74,28.93
4810,9.07,30.2
4820,7.46,28.89
4830,9.89,29.83
4840,13.99,28.79
4850,11.57,30.55
4860,15.64,30.37
4870,15.45,29.2
4880,7.15,29.46
4890,9.42,30.27
4900,11.05,29.58
4910,11.08,29.5
4920,14.19,30.16
4930,7.93,31.02
4940,8.0,30.6
4950,10.83,30.61
4960,10.1,28.71
4970,13.67,30.58
4980,14.98,30.69
4990,7.97,30.08
5000,11.26,30.77
5010,13.51,30.48
5020,3.76,29.71
5030,10.54,30.62
5040,8.37,29.61
5050,6.29,28.34
5060,12.21,29.46
5070,12.08,29.01
5080,8.63,31.61
5090,11.14,30.39
5100,13.83,30.08
5110,10.8,29.7
5120,9.81,29.42
5130,10.89,30.7
5140,10.3,30.46
5150,5.18,29.98
5160,13.45,30.36
5170,11.12,29.14
5180,16.72,30.43
5190,9.57,30.53
5200,4.17,27.29
5210,8.71,30.33
5220,9.31,29.73
5230,7.89,30.81
5240,6.18,28.93
5250,5.17,30.71
5260,10.01,30.13
5270,5.13,30.78
5280,10.69,29.85
5290,10.23,31.69
5300,11.57,30.54
5310,13.33,30.0
5320,9.49,29.44
5330,8.49,29.87
5340,8.03,30.47
5350,15.85,27.72
5360,13.34,28.66
5370,10.63,31.15
5380,9.04,29.8
5390,9.47,31.12
5400,10.32,29.7
5410,10.59,29.98
5420,12.89,30.84
5430,12.44,30.27
5440,9.04,29.5
5450,8.8,30.64
5460,13.91,29.11
5470,7.66,29.08
5480,11.6,29.2
5490,4.11,29.79
5500,6.76,31.27
5510,6.7,28.88
5520,8.79,30.05
5530,15.95,28.17
5540,8.52,30.79
5550,9.51,28.72
5560,9.33,31.36
5570,7.31,30.94
5580,10.57,29.99
5590,11.34,29.38
5600,9.24,29.5
5610,11.7,29.93
5620,5.46,30.28
5630,9.24,29.16
5640,10.49,28.38
5650,9.13,31.64
5660,11.34,30.45
5670,11.46,28.38
5680,12.83,29.52
5690,10.7,29.32
5700,8.93,29.78
5710,8.14,30.43
5720,8.43,29.5
5730,13.57,30.22
5740,10.18,30.86
5750,7.57,28.57
5760,6.21,29.76
5770,7.78,31.41
5780,9.3,30.39
5790,10.29,30.5
5800,10.39,32.04
5810,16.28,30.53
5820,6.53,28.3
5830,12.55,29.11
5840,8.99,28.8
5850,9.93,30.11
5860,5.5,30.85
5870,12.35,30.86
5880,6.95,31.72
5890,8.8,30.03
5900,9.45,29.92
5910,10.97,29.12
5920,8.59,29.92
5930,12.43,31.2
5940,9.15,30.73
5950,8.24,28.25
5960,11.38,30.81
5970,10.04,28.41
5980,1.98,29.44
5990,11.98,27.37
6000,16.65,30.3
6010,9.96,28.21
6020,6.47,29.49
6030,11.43,29.42
6040,10.55,31.04
6050,9.3,30.07
6060,9.64,30.76
6070,9.09,28.88
6080,11.85,28.82
6090,9.27,31.03
6100,12.22,29.62
6110,13.3,30.59
6120,9.19,31.13
6130,13.99,30.86
6140,10.64,31.78
6150,9.49,30.31
6160,15.2,29.7
6170,12.03,30.76
6180,12.8,30.32
6190,12.13,29.9
6200,11.2,29.43
6210,13.91,29.86
6220,8.37,29.7
6230,12.33,29.2
6240,12.63,29.44
6250,11.72,28.62
6260,9.75,29.73
6270,11.0,27.61
6280,7.55,29.6
6290,10.71,27.88
6300,11.55,29.13
6310,10.63,31.2
6320,12.86,29.06
6330,8.05,30.1
6340,9.46,29.85
6350,8.26,29.1
6360,7.56,30.05
6370,7.09,28.55
6380,2.31,30.01
6390,10.72,29.22
6400,10.76,28.73
6410,11.56,29.51
6420,11.19,29.14
6430,15.18,30.09
6440,10.25,28.76
6450,10.98,29.64
6460,9.95,29.1
6470,14.25,29.37
6480,12.86,30.08
6490,10.88,30.27
6500,8.48,28.31
6510,11.19,29.95
6520,13.91,30.16
6530,8.16,29.96
6540,8.24,29.95
6550,13.12,28.08
6560,17.26,32.08
6570,7.24,30.67
6580,11.69,27.8
6590,9.61,31.7
6600,12.57,28.98
6610,6.21,29.15
6620,9.72,32.24
6630,13.09,30.49
6640,10.69,31.45
6650,12.7,28.56
6660,10.65,29.38
6670,13.71,29.3
6680,9.67,32.11
6690,15.02,30.67
6700,12.37,29.86
6710,7.66,29.24
6720,9.07,29.72
6730,10.48,29.53
6740,12.86,28.52
6750,13.48,29.52
6760,9.5,29.86
6770,12.62,31.29
6780,15.29,28.44
6790,7.4,28.98
6800,8.32,30.23
6810,8.61,29.68
6820,9.94,29.13
6830,10.69,29.38
6840,14.58,30.19
6850,7.66,29.57
6860,8.26,30.21
6870,8.36,28.81
6880,11.29,30.74
6890,11.14,30.9
6900,7.95,29.83
6910,9.08,29.61
6920,11.11,29.81
6930,6.51,29.03
6940,11.35,29.0
6950,12.42,30.63
6960,7.79,31.62
6970,10.62,29.67
6980,14.29,30.65
6990,11.31,29.57
7000,9.6,32.47
7010,10.02,30.52
7020,13.42,30.3
7030,9.31,29.82
7040,12.63,29.14
7050,11.88,30.44
7060,11.97,29.89
7070,8.48,31.57
7080,6.83,29.24
7090,7.22,28.65
7100,6.9,28.79
7110,5.75,30.73
7120,15.75,31.88
7130,13.63,30.13
7140,14.93,30.37
7150,10.44,29.33
7160,10.92,29.38
7170,15.16,29.56
7180,10.35,30.19
7190,9.4,31.35
7200,13.59,30.66
7210,9.93,30.25
7220,10.81,30.9
7230,11.0,28.97
7240,10.69,29.29
7250,12.35,31.11
7260,11.54,28.31
7270,7.16,31.25
7280,11.68,30.28
7290,12.8,28.69
7300,12.54,30.95
7310,8.23,30.4
7320,10.39,31.62
7330,8.37,29.18
7340,4.72,30.03
7350,10.81,28.51
7360,10.99,29.16
7370,15.27,29.68
7380,10.64,29.76
7390,8.03,30.42
7400,12.97,29.45
7410,15.27,30.23
7420,7.47,29.39
7430,10.41,28.54
7440,14.06,32.26
7450,9.22,29.33
7460,8.69,28.16
7470,11.61,30.75
7480,9.25,31.68
7490,5.08,31.69
7500,10.91,29.78
7510,10.62,29.47
7520,7.59,29.14
7530,7.08,30.09
7540,10.01,30.68
7550,7.46,29.91
7560,13.29,31.06
7570,3.19,31.25
7580,11.0,31.67
7590,13.57,30.13
7600,11.05,29.42
7610,8.77,29.78
7620,6.88,30.81
7630,15.64,29.52
7640,12.18,29.43
7650,10.24,29.62
7660,27.02,28.98
7670,23.13,28.5
7680,22.17,31.22
7690,13.54,30.3
7700,26.71,30.91
7710,21.13,31.84
7720,18.61,30.74
7730,25.69,31.09
7740,25.98,32.03
7750,33.97,29.29
7760,20.16,29.13
7770,24.92,32.0
7780,29.93,31.89
7790,40.23,33.81
7800,16.04,31.92
7810,16.1,31.93
7820,29.92,30.87
7830,30.09,33.84
7840,23.03,32.63
7850,24.18,32.24
7860,18.0,33.53
7870,26.33,32.79
7880,19.04,32.42
7890,26.31,32.05
7900,25.74,34.03
7910,29.8,33.09
7920,30.04,33.54
7930,24.44,33.72
7940,18.79,32.45
7950,25.28,33.94
7960,31.86,34.76
7970,35.57,34.61
7980,24.3,34.12
7990,20.58,36.21
8000,23.82,35.82
8010,31.79,32.55
8020,33.63,35.44
8030,41.93,33.78
8040,20.64,35.01
8050,23.74,34.8
8060,28.64,35.79
8070,23.38,35.86
8080,26.0,36.96
8090,26.39,35.04
8100,26.9,32.64
8110,31.84,36.09
8120,21.51,36.71
8130,27.41,35.5
8140,25.16,34.43
8150,26.33,37.56
8160,15.35,35.75
8170,25.81,36.05
8180,25.28,34.52
8190,24.68,37.75
8200,26.82,37.22
8210,25.05,36.22
8220,31.15,39.8
8230,25.5,36.15
8240,19.61,37.18
8250,32.51,35.48
8260,16.13,37.85
8270,19.91,36.8
8280,32.61,37.85
8290,30.45,36.88
8300,30.38,38.05
8310,19.68,37.84
8320,29.02,35.96
8330,30.44,36.66
8340,27.62,37.81
8350,14.79,37.8
8360,18.3,37.44
8370,24.08,35.89
8380,31.7,37.58
8390,16.14,37.4
8400,27.73,37.26
8410,25.69,38.56
8420,31.7,39.2
8430,33.66,37.81
8440,19.49,37.4
8450,22.9,37.5
8460,26.37,39.85
8470,23.25,39.21
8480,31.41,37.87
8490,24.16,39.94
8500,28.65,38.51
8510,28.64,39.08
8520,25.61,39.84
8530,30.64,39.13
8540,23.89,38.61
8550,28.09,39.29
8560,31.72,38.76
8570,32.59,39.39
8580,21.71,40.15
8590,39.89,40.38
8600,23.35,40.98
8610,16.96,39.2
8620,29.25,39.7
8630,26.74,36.48
8640,21.06,40.16
8650,30.68,40.97
8660,22.48,40.15
8670,26.2,39.21
8680,25.16,38.91
8690,22.92,41.55
8700,36.53,41.12
8710,20.69,38.91
8720,30.69,38.73
8730,15.97,39.24
8740,22.67,40.51
8750,30.24,40.29
8760,17.86,39.28
8770,30.02,40.49
8780,30.74,40.58
8790,29.04,41.84
8800,20.28,38.46
8810,14.47,40.87
8820,37.99,41.69
8830,28.96,38.89
8840,26.85,41.36
8850,19.8,41.04
8860,26.69,41.22
8870,27.2,41.05
8880,21.08,40.08
8890,19.14,41.04
8900,26.06,40.8
8910,16.96,42.4
8920,22.2,41.56
8930,32.85,39.68
8940,17.3,40.6
8950,28.43,42.05
8960,22.96,39.23
8970,16.03,40.85
8980,33.33,40.22
8990,30.35,42.97
9000,25.34,42.53
9010,16.44,43.4
9020,17.64,41.09
9030,30.64,41.97
9040,28.98,40.77
9050,26.12,41.38
9060,23.98,42.11
9070,25.32,41.01
9080,24.4,42.07
9090,25.0,41.07
9100,10.93,42.1
9110,27.21,41.68
9120,28.01,42.02
9130,30.55,41.31
9140,24.3,41.26
9150,26.22,41.57
9160,19.33,42.55
9170,34.1,41.75
9180,22.92,42.02
9190,25.46,41.49
9200,26.4,43.47
9210,31.33,41.01
9220,12.42,42.63
9230,27.56,40.09
9240,25.76,41.87
9250,18.42,41.22
9260,26.71,42.57
9270,18.01,43.15
9280,16.22,42.28
9290,25.46,41.84
9300,29.37,41.07
9310,29.85,42.06
9320,17.35,42.04
9330,30.1,42.42
9340,21.98,41.11
9350,23.74,40.24
9360,23.79,42.33
9370,27.45,41.94
9380,35.39,41.56
9390,26.05,42.63
9400,24.81,43.34
9410,28.62,42.52
9420,30.56,42.86
9430,24.78,42.66
9440,20.85,42.3
9450,26.09,43.72
9460,28.84,43.95
9470,30.28,43.52
9480,23.14,43.85
9490,16.91,43.48
9500,22.34,45.19
9510,29.46,44.05
9520,22.36,41.39
9530,22.73,41.07
9540,19.96,42.9
9550,29.36,43.78
9560,33.08,44.69
9570,25.25,43.43
9580,27.62,43.97
9590,29.01,42.46
9600,26.25,44.42
9610,24.72,42.0
9620,27.71,43.58
9630,27.49,41.83
9640,32.27,43.19
9650,24.92,43.45
9660,24.21,41.85
9670,30.28,43.21
9680,15.71,42.62
9690,32.33,42.6
9700,15.32,41.86
9710,20.22,42.71
9720,35.65,42.52
9730,23.18,44.81
9740,14.21,42.91
9750,32.13,42.7
9760,15.85,44.59
9770,22.07,42.78
9780,28.34,43.57
9790,24.99,43.96
9800,21.75,44.07
9810,18.3,42.03
9820,29.03,41.99
9830,28.16,42.45
9840,26.98,42.94
9850,29.33,43.8
9860,29.94,42.33
9870,19.4,42.44
9880,25.89,44.42
9890,25.62,43.83
9900,19.77,43.76
9910,26.48,42.81
9920,34.4,41.87
9930,19.01,43.23
9940,34.92,44.89
9950,16.38,42.8
9960,20.85,42.1
9970,27.6,43.81
9980,32.46,43.19
9990,27.97,43.95
10000,30.14,43.13
10010,15.98,44.36
10020,24.18,42.54
10030,27.4,43.93
10040,24.03,43.78
10050,23.58,43.85
10060,24.88,43.8
10070,28.57,43.42
10080,33.34,42.98
10090,28.42,43.93
10100,31.32,43.55
10110,28.57,42.49
10120,19.5,43.03
10130,24.29,43.83
10140,25.02,42.55
10150,29.2,43.95
10160,23.83,44.71
10170,24.17,44.34
10180,29.32,42.06
10190,25.09,42.89
10200,22.82,43.94
10210,16.33,44.14
10220,18.39,41.61
10230,19.38,42.89
10240,22.44,42.72
10250,15.03,44.65
10260,22.48,43.91
10270,29.76,43.51
10280,17.11,43.79
10290,26.32,44.93
10300,29.35,42.89
10310,29.52,43.3
10320,26.96,42.9
10330,27.11,42.52
10340,31.94,41.66
10350,16.24,43.38
10360,19.07,44.2
10370,22.51,43.76
10380,31.93,45.12
10390,21.01,43.82
10400,27.16,43.94
10410,24.56,43.1
10420,24.16,44.51
10430,26.16,43.27
10440,22.97,43.97
10450,25.2,43.38
10460,33.64,44.15
10470,17.15,43.81
10480,19.37,43.76
10490,24.2,43.63
10500,18.02,45.36
10510,19.47,44.67
10520,27.93,44.66
10530,32.91,43.54
10540,27.11,45.86
10550,24.62,42.45
10560,24.43,44.51
10570,33.21,43.62
10580,16.06,43.47
10590,23.78,43.42
10600,27.13,44.37
10610,20.29,46.32
10620,20.32,45.48
10630,26.02,44.37
10640,12.45,45.8
10650,34.98,44.28
10660,23.95,43.61
10670,23.47,43.44
10680,16.97,43.42
10690,9.91,43.19
10700,29.58,44.58
10710,37.21,44.02
10720,28.31,45.47
10730,16.15,45.09
10740,20.39,44.7
10750,22.26,43.1
10760,19.53,44.42
10770,24.35,44.74
10780,32.46,45.55
10790,34.19,44.23
10800,25.41,44.75
10810,32.84,42.27
10820,27.5,44.51
10830,21.15,45.26
10840,29.07,42.85
10850,27.07,44.54
10860,24.97,44.24
10870,19.91,44.2
10880,18.21,45.1
10890,20.73,45.34
10900,27.53,43.28
10910,26.14,45.36
10920,25.17,43.9
10930,16.01,44.38
10940,25.33,44.36
10950,29.36,42.46
10960,20.38,44.73
10970,28.31,45.89
10980,31.63,44.66
10990,21.6,43.85
11000,25.25,45.61
11010,28.49,42.54
11020,23.23,44.77
11030,13.87,44.69
11040,17.79,45.18
11050,29.51,44.46
11060,24.3,44.55
11070,27.43,42.99
11080,35.63,43.42
11090,27.7,45.28
11100,26.97,46.26
11110,25.07,45.41
11120,26.18,44.74
11130,25.53,43.09
11140,32.67,45.32
11150,18.33,44.03
11160,20.84,43.58
11170,24.72,45.62
11180,35.53,42.3
11190,15.77,43.38
11200,22.57,44.06
11210,22.9,42.87
11220,19.8,44.38
11230,28.39,45.5
11240,20.63,44.26
11250,22.97,42.74
11260,32.79,44.33
11270,23.87,45.62
11280,25.25,45.1
11290,36.15,42.64
11300,17.86,45.65
11310,21.28,45.31
11320,18.95,43.46
11330,33.97,43.05
11340,27.1,45.03
11350,19.46,45.79
11360,23.86,45.83
11370,16.56,44.38
11380,32.57,44.38
11390,16.9,43.83
11400,21.19,42.22
11410,17.23,44.78
11420,23.75,44.25
11430,25.78,45.09
11440,23.39,44.82
11450,34.03,43.23
11460,22.33,43.01
11470,31.41,45.25
11480,21.63,45.74
11490,37.72,44.36
11500,14.46,45.6
11510,12.2,42.74
11520,29.72,43.77
11530,27.81,44.33
11540,27.44,45.85
11550,24.92,43.7
11560,23.36,44.76
11570,24.88,44.67
11580,24.64,45.12
11590,17.62,43.96
11600,26.28,46.18
11610,30.43,45.63
11620,25.65,44.65
11630,36.52,45.47
11640,24.23,45.26
11650,24.27,43.81
11660,22.38,44.18
11670,37.46,46.27
11680,21.87,46.02
11690,29.18,46.37
11700,19.43,42.99
11710,21.67,43.83
11720,31.99,44.57
11730,29.09,43.53
11740,19.91,44.22
11750,27.39,44.72
11760,22.24,44.21
11770,32.74,43.35
11780,22.02,45.35
11790,24.02,44.4
11800,20.28,45.6
11810,23.5,44.57
11820,20.98,44.98
11830,18.05,46.15
11840,22.08,43.43
11850,27.14,44.76
11860,18.1,45.96
11870,24.35,45.62
11880,18.52,44.4
11890,21.97,46.06
11900,32.32,44.1
11910,24.94,45.19
11920,31.08,45.4
11930,30.12,46.28
11940,26.46,46.7
11950,29.73,45.0
11960,27.52,44.53
11970,26.31,44.44
11980,27.3,43.67
11990,30.38,45.59
12000,17.58,45.37
12010,27.95,44.11
12020,30.91,44.72
12030,27.85,43.99
12040,30.9,44.84
12050,16.32,43.04
12060,32.98,44.32
12070,16.24,44.19
12080,25.7,46.17
12090,18.52,43.67
12100,23.43,44.54
12110,24.71,44.24
12120,24.55,44.27
12130,27.78,44.98
12140,21.79,47.06
12150,22.95,44.87
12160,28.72,44.71
12170,29.11,45.62
12180,28.23,45.24
12190,23.08,45.99
12200,27.03,44.64
12210,33.33,45.9
12220,26.03,43.5
12230,26.24,46.66
12240,25.29,45.23
12250,25.7,45.17
12260,29.24,43.88
12270,32.76,45.46
12280,22.04,44.93
12290,23.17,45.65
12300,28.52,43.84
12310,23.53,44.6
12320,25.14,43.49
12330,13.29,45.81
12340,27.17,43.73
12350,25.55,44.3
12360,20.72,46.27
12370,24.11,44.38
12380,23.68,43.22
12390,23.74,46.52
12400,26.14,44.87
12410,24.65,45.49
12420,17.14,45.35
12430,28.7,44.59
12440,25.88,44.91
12450,17.32,43.39
12460,33.89,44.77
12470,21.58,45.98
12480,33.31,46.02
12490,24.72,46.39
12500,25.54,45.13
12510,17.45,44.32
12520,16.86,44.36
12530,28.02,44.1
12540,23.53,44.23
12550,18.52,44.59
12560,26.75,44.17
12570,21.33,43.83
12580,19.41,44.51
12590,24.66,45.21
12600,26.49,44.09
12610,25.02,45.12
12620,32.99,44.26
12630,18.84,43.44
12640,25.2,45.39
12650,19.63,44.0
12660,32.26,45.69
12670,31.83,43.71
12680,22.41,44.4
12690,24.26,45.32
12700,27.52,45.31
12710,24.88,44.34
12720,28.03,44.53
12730,23.9,45.77
12740,16.54,43.51
12750,32.2,43.83
12760,25.15,44.63
12770,21.75,43.89
